공원명,공원구분,소재지지번주소,위도,경도,공원면적,데이터기준일자
들꽃,어린이공원,서울특별시 강서구 방화동 890-1,37.570615,126.821227,705.0,2025-04-02
봉선화,어린이공원,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552.0,2025-04-02
민들레,어린이공원,서울특별시 강서구 방화동 648-13,37.567221,126.806731,589.0,2025-04-02
내촌,어린이공원,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149.0,2025-04-02
신대부석,어린이공원,서울특별시 강서구 방화동 411,37.583724,126.816494,1132.0,2025-04-02
목련,어린이공원,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251.0,2025-04-02
샛별,어린이공원,서울특별시 강서구 방화동 558,37.572732,126.809505,294.0,2025-04-02
새싹교통,어린이공원,서울특별시 강서구 방화동 583,37.569485,126.809344,4939.0,2025-04-02
은하수,어린이공원,서울특별시 강서구 방화동 853,37.570507,126.806548,3825.8,2025-04-02
능말,어린이공원,서울특별시 강서구 방화동 815,37.577955,126.810607,1520.7,2025-04-02
메아리,어린이공원,서울특별시 강서구 방화동 826,37.578615,126.814351,1511.6,2025-04-02
느티,어린이공원,서울특별시 강서구 방화동 799,37.579421,126.810313,1512.9,2025-04-02
돌샘,어린이공원,서울특별시 강서구 방화동 837,37.576054,126.818966,1500.3,2025-04-02
꿈나무,어린이공원,서울특별시 강서구 방화동 840,37.575194,126.818941,1500.2,2025-04-02
개화,어린이공원,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2,2025-04-02
긴등마을,어린이공원,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3,2025-04-02
꿈자람,어린이공원,서울특별시 강서구 공항동 484,37.564793,126.819154,2014.0,2025-04-02
다솜,어린이공원,서울특별시 강서구 공항동 4,37.563003,126.818161,511.0,2025-04-02
풀잎,어린이공원,서울특별시 강서구 공항동 705,37.556989,126.816565,1945.0,2025-04-02
푸르미,어린이공원,서울특별시 강서구 마곡동 316-1,37.570478,126.825219,1494.0,2025-04-02
예솔,어린이공원,서울특별시 강서구 마곡동 397-1,37.563629,126.822694,864.0,2025-04-02
솔,어린이공원,서울특별시 강서구 외발산동 69-1,37.555856,126.825767,2000.0,2025-04-02
햇빛,어린이공원,서울특별시 강서구 내발산동 384-2,37.555822,126.826886,2066.0,2025-04-02
마곡지구4호,근린공원,서울특별시 강서구 마곡동 811-5,37.568317,126.826463,35884.0,2025-04-02
푸른수명산,소공원,서울특별시 강서구 화곡동 1091-15,37.544175,126.830269,822.9,2025-04-02
마곡,소공원,서울특별시 강서구 마곡동 737-16,37.56758598,126.8219651,1085.2,2025-04-02
염창,소공원,서울특별시 강서구염창동 309-1,37.549839,126.8706462,1229.2,2025-04-02
염창2,소공원,서울특별시 강서구염창동 306-1,37.551722,126.873857,272.5,2025-04-02
탑산(가양동),문화공원,서울특별시 강서구가양동 1499,37.566194,126.846336,3783.8,2025-04-02
새개,문화공원,서울특별시 강서구마곡동 800-7,37.558287,126.8301253,3836.6,2025-04-02
놋다리,문화공원,서울특별시 강서구마곡동 790-6,37.562055,126.8363266,2574.7,2025-04-02
똘고랑,문화공원,서울특별시 강서구 마곡동 756-4,37.57072504,126.8279071,3089.9,2025-04-02
선두암,문화공원,서울특별시 강서구 마곡동 778-4,37.56729616,126.8382088,2581.3,2025-04-02
한다리,문화공원,서울특별시 강서구 마곡동 727-1038,37.56106,126.830369,8298.0,2025-04-02
가로공원1호,기타,서울특별시 강서구 마곡동 797-5,37.559061,126.837242,2618.5,2025-04-02
