housing_id,housing_name,park_id,park_name,park_type,straight_m,walk_m,walk_sec,status
784,만리동예술인협동조합,1577,손기정체육공원,체육공원,289,420,335,ok
784,만리동예술인협동조합,1507,애오개도담어린이공원,어린이공원,325,653,554,ok
784,만리동예술인협동조합,1510,애오개어린이공원,어린이공원,328,500,408,ok
781,황학롯데캐슬(황학),1249,동묘공원,역사공원,383,552,490,ok
781,황학롯데캐슬(황학),894,우산각,어린이공원,415,733,687,ok
781,황학롯데캐슬(황학),739,뉴타운1구역,기타,459,704,556,ok
780,중림삼성(충정삼성),1577,손기정체육공원,체육공원,130,690,554,ok
780,중림삼성(충정삼성),1571,만리소공원(만리2구역2),소공원,303,875,674,ok
780,중림삼성(충정삼성),1572,만리2구역3(가칭)_만리1,소공원,303,875,674,ok
787,해든집(남대문 기부채납),134,새꿈어린이공원,어린이공원,265,391,315,ok
787,해든집(남대문 기부채납),143,두텁바위어린이공원,어린이공원,348,521,407,ok
787,해든집(남대문 기부채납),132,동자어린이공원,어린이공원,542,602,468,ok
778,하왕한진그랑빌(하왕1-2),1575,신당제11구역2(가칭),소공원,68,600,479,ok
778,하왕한진그랑빌(하왕1-2),1548,무학봉공원,근린공원,147,748,590,ok
778,하왕한진그랑빌(하왕1-2),1547,응봉공원,근린공원,147,748,590,ok
786,동대문역사문화공원역 166 tower,1551,쌍림어린이공원,어린이공원,117,186,170,ok
786,동대문역사문화공원역 166 tower,1565,쌍림동소공원,소공원,292,369,298,ok
786,동대문역사문화공원역 166 tower,1546,훈련원공원,근린공원,491,836,715,ok
785,서울역센트럴자이(만리2구역),1577,손기정체육공원,체육공원,126,244,216,ok
779,남산타운(신당3),141,응봉공원,근린공원,254,1152,906,ok
776,약수하이츠동아(신당4),1554,청구어린이공원,어린이공원,230,391,323,ok
777,신당삼성(신당5),1560,동화어린이공원,어린이공원,220,427,370,ok
782,래미안신당하이베르(신당6),1559,꿈누리어린이공원,어린이공원,65,253,198,ok
783,청구e-편한세상(신당7),1560,동화어린이공원,어린이공원,243,310,258,ok
37,더원역삼,821,역삼개나리공원,어린이공원,152,154,118,ok
24,역삼자이,868,역삼미소공원,소공원,54,120,96,ok
11,청담자이,760,청수근린공원,근린공원,142,239,199,ok
22,수서하니움,766,탄천근린공원,근린공원,112,208,155,ok
5,래미안그레이튼,777,길섶근린공원,근린공원,85,175,142,ok
4,신사삼지래미안,237,사평리,근린공원,432,843,851,ok
16,테헤란아이파크,880,개나리4차아파트소공원,소공원,118,180,158,ok
13,개나리에스케이뷰,796,역삼나들이소공원,소공원,38,37,30,ok
39,대치푸르지오써밋,886,대치구마을 1지구 소공원,소공원,262,417,302,ok
23,래미안대치팰리스,874,래미안대치팰리스소공원1,소공원,215,348,265,ok
36,강남센트럴아이파크,880,개나리4차아파트소공원,소공원,83,132,103,ok
41,개포자이프레지던스,883,개포17근린공원,근린공원,131,477,364,ok
19,경복논현아크로힐스,797,아크로힐스소공원,소공원,116,150,112,ok
40,디에이치퍼스티어아이파크,882,개포16근린공원,근린공원,61,62,43,ok
26,래미안개포루체하임(일원동현대),750,늘푸른근린공원,근린공원,202,289,241,ok
29,개포래미안포레스트(개포시영),882,개포16근린공원,근린공원,484,461,367,ok
32,디에이치포레센트(일원대우),750,늘푸른근린공원,근린공원,120,250,208,ok
31,디에이치자이 개포,834,예지공원,어린이공원,109,260,260,ok
14,도곡진달래(래미안도곡카운티),869,도곡햇살소공원,소공원,45,44,36,ok
38,선정릉역 모아엘가 퍼스트홈,797,아크로힐스소공원,소공원,311,402,318,ok
15,역삼동 공공원룸텔,771,싸리고개근린공원,근린공원,435,612,487,ok
42,도곡 더써밋타워,333,서초무지개,어린이공원,344,481,485,ok
1,대치1,835,한마음공원,어린이공원,84,337,285,ok
7,강남신동아파밀리에1단지(세곡리엔파크1단지),856,세곡천공원,어린이공원,42,59,71,ok
2,수서1-1단지,832,일원까치공원,어린이공원,281,358,293,ok
819,역세권 공공(강남구 삼성동 140-32외2),826,대치은행나무공원,어린이공원,539,823,711,ok
27,래미안블레스티지(개포주공2차),763,개포근린공원,근린공원,332,556,412,ok
34,래미안라클래시(상아2차),879,래미안라클래시소공원,소공원,43,173,127,ok
6,래미안그레이튼2차,793,다솜소공원,소공원,76,104,104,ok
33,르엘대치(대치제2지구),886,대치구마을 1지구 소공원,소공원,73,158,119,ok
30,세곡2보금자리 도시형생활주택(임대),854,아래방죽마을공원,어린이공원,390,480,345,ok
35,리스트강남(논현동 202-7),802,논현무궁화공원,어린이공원,306,309,222,ok
8,강남신동아파밀리에2단지(세곡리엔파크2단지),856,세곡천공원,어린이공원,193,249,222,ok
17,세곡2-3(래미안포레),877,솔밭소공원,소공원,148,325,271,ok
18,세곡2-4(강남한양수자인),877,솔밭소공원,소공원,434,570,545,ok
28,디에이치아너힐즈(개포주공3),881,개포문화공원,문화공원,232,349,278,ok
9,세곡리엔파크3단지,857,대왕공원,어린이공원,229,284,209,ok
10,세곡리엔파크4단지,856,세곡천공원,어린이공원,40,288,222,ok
12,강남데시앙파크(세곡리엔파크5단지),788,세곡동 근린공원1,근린공원,211,256,186,ok
3,수서6,847,수서개나리공원,어린이공원,49,51,42,ok
20,강남한신휴플러스6(세곡2-6),853,윗방죽마을공원,어린이공원,274,360,311,ok
21,강남한신휴플러스8(세곡2-8),854,아래방죽마을공원,어린이공원,297,475,358,ok
25,센트럴 IPARK(상아3차),782,학봉근린공원,근린공원,313,410,328,ok
91,고덕온빛채,690,말우물공원,어린이공원,328,427,401,ok
56,고덕아이파크,629,동자공원,근린공원,127,368,314,ok
64,고덕숲아이파크,655,명일공원,근린공원,138,246,198,ok
68,암사힐스테이트,671,광나루공원,어린이공원,132,260,209,ok
88,올림픽파크포레온,635,둔촌공원,어린이공원,766,1342,1047,ok
82,천호역한강리슈빌,685,화랑공원,어린이공원,94,99,76,ok
63,고덕래미안힐스테이트,627,까치공원,근린공원,142,199,188,ok
62,올림픽파크한양수자인,662,샛별공원,어린이공원,85,123,100,ok
73,고덕센트럴푸르지오(서울승합차고지),690,말우물공원,어린이공원,284,499,399,ok
92,그란츠 리버파크,679,천일골목공원,어린이공원,504,766,619,ok
85,천호역 효성해링턴타워,1697,풍납타이어,기타,125,251,223,ok
65,래미안 명일역 솔베뉴(삼익그린),653,고명공원,어린이공원,312,444,365,ok
86,강동 헤리티지 자이,664,무궁화공원,어린이공원,474,599,467,ok
57,고덕리엔파크1단지,690,말우물공원,어린이공원,253,341,289,ok
67,푸르내(서울리츠1호),651,능골공원,근린공원,212,231,200,ok
53,강일지구10단지(강일리버파크10단지),645,꿈터공원,어린이공원,185,232,196,ok
60,강일지구 11단지(행복주택),645,꿈터공원,어린이공원,210,261,220,ok
46,강일지구1단지(강일리버파크1단지),647,강일공원,근린공원,364,524,432,ok
79,강동 리엔파크 11단지,651,능골공원,근린공원,590,1101,818,ok
83,강동리엔파크13단지,651,능골공원,근린공원,759,1292,989,ok
80,강동 리엔파크 14단지,651,능골공원,근린공원,830,1391,1044,ok
84,힐데스하임천호(천호2),675,천사공원,어린이공원,299,462,383,ok
58,고덕리엔파크2단지,650,강덕공원,근린공원,134,224,173,ok
66,고덕 그라시움(고덕2),631,방죽공원,근린공원,336,707,603,ok
47,강일지구2단지(강일리버파크2단지),647,강일공원,근린공원,214,269,204,ok
61,강일2 도시형생활주택(준주거2)(임대),651,능골공원,근린공원,157,212,212,ok
72,고덕아르테온(고덕3),691,미리내공원,어린이공원,262,347,288,ok
59,고덕리엔파크3단지,693,게내공원,어린이공원,374,534,453,ok
48,강일지구3단지(강일리버파크3단지),643,꽃보라공원,어린이공원,57,233,187,ok
93,더샵강동센트럴시티(천호4),679,천일골목공원,어린이공원,283,347,292,ok
43,천호삼성(천호4),641,당말공원,어린이공원,197,352,278,ok
71,강동리버스트4단지(고덕4),647,강일공원,근린공원,485,814,658,ok
49,강일지구4단지(강일리버파크4단지),643,꽃보라공원,어린이공원,206,422,321,ok
69,고덕센트럴아이파크(고덕5),692,동자공원,어린이공원,185,230,191,ok
44,천호동아코아(천호5),685,화랑공원,어린이공원,270,422,363,ok
55,강일지구5단지(강일리버파크5단지),652,구름공원,어린이공원,218,327,233,ok
74,고덕강일공공주택지구6단지(임대),647,강일공원,근린공원,253,342,300,ok
81,고덕자이(고덕6),691,미리내공원,어린이공원,173,346,308,ok
45,천호태영(천호6),679,천일골목공원,어린이공원,298,459,380,ok
50,강일지구6단지(강일리버파크6단지),644,윤슬공원,어린이공원,30,196,150,ok
75,고덕강일공공주택지구7단지(임대),647,강일공원,근린공원,95,550,442,ok
70,롯데캐슬베네루체(고덕7),692,동자공원,어린이공원,257,368,341,ok
54,강일지구7단지(강일리버파크7단지),652,구름공원,어린이공원,184,257,212,ok
78,고덕강일공공주택지구8단지(임대),647,강일공원,근린공원,251,754,562,ok
51,강일지구8단지(강일리버파크8단지),648,벌말공원,근린공원,119,586,482,ok
76,고덕강일공공주택지구9단지(임대),648,벌말공원,근린공원,423,840,696,ok
52,강일지구9단지(강일리버파크9단지),648,벌말공원,근린공원,184,437,350,ok
90,길동생활 A동,665,희망공원,어린이공원,183,234,206,ok
89,길동생활 B동,665,희망공원,어린이공원,200,264,228,ok
77,e편한세상강동에코포레(신동아3차),664,무궁화공원,어린이공원,275,379,364,ok
87,강동밀레니얼 중흥S-클래스(천호1),685,화랑공원,어린이공원,215,333,268,ok
103,수유장기전세(프레비스타),1445,빨래골,어린이공원,204,263,226,ok
109,초행지붕(수유),1444,무너미,어린이공원,164,235,180,ok
101,송천동부(미아10-1),1454,미아5구역,소공원,30,136,132,ok
96,미아벽산(미아1-2),1414,하늘,어린이공원,323,452,365,ok
107,미아동 159-29 행복주택(빈집정비),1410,세일,어린이공원,41,101,79,ok
99,래미안트리베라1차(래미안트리베라6),1451,미아12-2,소공원,124,358,303,ok
94,래미안수유(수유2),1434,흰구름,어린이공원,211,271,238,ok
100,래미안트리베라2차(래미안트리베라12),1451,미아12-2,소공원,77,258,213,ok
110,북서울자이폴라리스(미아3),1418,늘푸른,소공원,178,275,204,ok
104,꿈의숲 롯데캐슬(미아4),1453,어울림,소공원,192,347,293,ok
97,삼각산아이원(미아5),1422,고갯마루,어린이공원,99,253,193,ok
106,미아동 791-1614 행복주택(빈집정비),1416,소망,소공원,82,140,111,ok
108,삼양동 791-1960 행복주택(초행지붕-미아-3),1417,미래,소공원,250,476,373,ok
102,미아두산위브트레지움(미아8),1420,꼭지,소공원,158,206,146,ok
105,꿈의숲해링턴플레이스(미아9-1),1453,어울림,소공원,82,275,290,ok
98,미아SH-Ville(미아2),1418,늘푸른,소공원,48,50,38,ok
95,SK북한산시티(미아1-1),1411,북한산도시자연공원,기타,430,693,550,ok
124,보람더하임,1275,백합,어린이공원,91,114,91,ok
128,강서센트레빌,1362,쌈지,어린이공원,108,207,160,ok
131,강서한강자이,1396,탑산(가양동),문화공원,163,604,485,ok
127,마곡푸르지오,1368,들꽃,어린이공원,26,46,37,ok
130,유니트로원룸,1376,은하수,어린이공원,198,393,322,ok
147,마곡힐스테이트,1384,꿈자람,어린이공원,46,246,190,ok
157,우장산역해링턴타워,1324,화곡3주구1,어린이공원,76,62,72,ok
142,가양동협동조합형공동주택,1348,비둘기,어린이공원,220,254,222,ok
163,센터스퀘어 발산,1355,원당,어린이공원,78,121,89,ok
162,아르체움 등촌,429,한두,어린이공원,206,336,275,ok
161,방화동 행복주택,1376,은하수,어린이공원,149,411,306,ok
143,등촌동 장기전세주택,1286,푸르매,어린이공원,134,289,242,ok
154,신마곡 벽산블루밍(개화산역세권),1371,내촌,어린이공원,104,238,186,ok
146,마곡지구 10단지(마곡엠밸리10단지),1386,풀잎,어린이공원,384,655,504,ok
159,역세권 공공(화곡동 1073-11),1330,솔뫼,어린이공원,294,352,297,ok
137,마곡1단지(마곡엠밸리1),1364,긴등,어린이공원,194,444,381,ok
122,발산1(마곡수명산파크1단지),1352,수정,어린이공원,167,231,171,ok
116,방화11,1376,은하수,어린이공원,76,120,99,ok
148,마곡지구 11단지(마곡엠밸리11단지),1383,긴등마을,어린이공원,440,776,688,ok
149,마곡지구 12단지(마곡엠밸리12단지),1389,솔,어린이공원,432,734,598,ok
133,마곡14단지(마곡엠밸리14),1389,솔,어린이공원,286,402,335,ok
150,가양동 1457-1 모듈러 행복주택,1340,나들이,어린이공원,227,536,466,ok
134,마곡15단지(마곡엠밸리15),1390,햇빛,어린이공원,178,519,388,ok
115,방화2-1,1381,꿈나무,어린이공원,150,216,172,ok
138,마곡2단지(마곡엠밸리2),1393,마곡,소공원,158,645,502,ok
119,발산2(마곡수명산파크2단지),1352,수정,어린이공원,99,132,100,ok
155,역세권 공공(염창동 274-17),429,한두,어린이공원,177,476,435,ok
139,마곡3단지(마곡엠밸리3),1393,마곡,소공원,236,373,274,ok
120,발산3(마곡수명산파크3단지),1353,은행나무,어린이공원,137,204,162,ok
129,강서동부센트리빌4차,1361,송정,어린이공원,279,600,479,ok
112,가양4,1345,무지개,어린이공원,101,149,124,ok
156,역세권 공공(화곡동 401-1),1291,노을,어린이공원,222,318,264,ok
140,마곡4단지(마곡엠밸리4),1387,푸르미,어린이공원,195,232,193,ok
123,발산4(마곡수명산파크4단지),1353,은행나무,어린이공원,58,116,87,ok
114,가양5,1346,풀피리,어린이공원,151,186,155,ok
141,마곡5단지(마곡엠밸리5),1365,문성,어린이공원,195,361,302,ok
125,발산5(마곡수명산파크5단지),1269,수명산,근린공원,215,517,434,ok
117,방화6,1377,능말,어린이공원,56,87,72,ok
160,마곡그랑시엘(방화동613-2),1373,목련,어린이공원,84,119,94,ok
152,역세권 공공(등촌동 648-5),1278,백석,어린이공원,145,162,151,ok
135,마곡6단지(마곡엠밸리6),1384,꿈자람,어린이공원,115,341,308,ok
121,발산6(마곡수명산파크6단지),1353,은행나무,어린이공원,343,484,414,ok
158,엘크루 발산(등촌동 671-1),1262,원당,근린공원,146,173,158,ok
132,내발산동740 기숙사(희망하우징),1270,발산,근린공원,79,143,102,ok
136,마곡7단지(마곡엠밸리7),1388,예솔,어린이공원,144,178,148,ok
126,발산7(마곡수명산파크7단지),1354,신광명,어린이공원,104,304,257,ok
113,가양8,1347,곰돌이,어린이공원,76,103,85,ok
145,마곡지구 8단지(마곡엠밸리8단지),1384,꿈자람,어린이공원,47,50,41,ok
144,화곡동 청년 협동조합 주택(화곡동891-25),1338,모태,어린이공원,45,43,34,ok
111,가양9,1348,비둘기,어린이공원,56,100,82,ok
118,방화9,1374,샛별,어린이공원,293,667,548,ok
153,마곡지구 9단지(마곡엠밸리9단지),1383,긴등마을,어린이공원,101,167,160,ok
151,e편한세상 염창아파트,1394,염창,소공원,143,211,155,ok
182,다온타워,3,해태,어린이공원,190,204,184,ok
166,봉천신봉,31,새싹,어린이공원,38,26,21,ok
165,봉천인헌,72,봉천,어린이공원,269,456,332,ok
167,신림초원,35,난곡,어린이공원,132,179,140,ok
172,관악벽산블루밍,1,상도근린공원,근린공원,122,355,268,ok
175,관악청광플러스원,15,은천,어린이공원,149,225,176,ok
181,힐스테이트 뉴포레,224,칸나,소공원,235,522,437,ok
185,힐스테이트 관악센트씨엘,16,국회단지,어린이공원,269,611,473,ok
177,봉천12-1구역 e편한세상 서울대입구2차,62,영락,어린이공원,136,148,164,ok
179,더헤르미온(봉천동 1666-51),45,까치,어린이공원,381,528,414,ok
184,센터스퀘어 서울대점(관악구 신림동 1747),55,도덕,문화공원,102,225,170,ok
168,봉천동아(봉천2-2),71,행운동,소공원,571,1070,848,ok
187,유벤투스 240,224,칸나,소공원,202,350,288,ok
186,서울대벤처타운역 푸르지오(신림3),61,해바라기,어린이공원,194,133,140,ok
171,관악드림타운(봉천3),16,국회단지,어린이공원,501,888,716,ok
164,신림동부(신림5),2,호박골,어린이공원,394,515,422,ok
169,봉천우성(봉천7-1),73,까치산,소공원,252,472,397,ok
173,관악푸르지오(봉천7-2),201,샛별,어린이공원,514,949,772,ok
183,최강타워(관악구 신림동 75-6),12,색동,어린이공원,352,514,442,ok
170,봉천두산(봉천8),30,중앙,어린이공원,236,374,316,ok
180,역세권공공(관악구 봉천동 854-3외2),19,송학,어린이공원,359,539,436,ok
176,e편한세상 서울대입구(봉천12-2구역),62,영락,어린이공원,80,88,121,ok
174,신림SH-ville(신림7),22,미도,어린이공원,379,459,390,ok
178,YK서울대(봉천동 912-16),30,중앙,어린이공원,352,503,427,ok
188,한라녹턴,602,산마루공원,어린이공원,238,461,382,ok
205,백악관타워,593,해오름공원,어린이공원,426,512,422,ok
195,구의자이르네,621,홍련산의소공원,소공원,72,112,82,ok
196,리마크빌군자,589,남일공원,어린이공원,397,587,459,ok
189,래미안프리미어팰리스,619,세모꼴소공원,소공원,99,146,119,ok
199,롯데캐슬리버파크시그니처,582,성화공원,어린이공원,244,291,247,ok
198,센텀힐스 한강,617,구의가로휴식소공원,소공원,125,183,159,ok
203,롯데캐슬 이스트폴,599,장미공원,어린이공원,224,321,262,ok
201,어울채(서울리츠1호),599,장미공원,어린이공원,161,240,204,ok
193,위너스힐(화양동 111-89),615,화양동정자마당소공원,소공원,214,313,279,ok
192,엘리시아1차(화양동 94-13),615,화양동정자마당소공원,소공원,222,369,325,ok
197,건대프라하임3차,615,화양동정자마당소공원,소공원,141,261,210,ok
200,테라펠리스건대4차,586,한아름공원,어린이공원,195,263,206,ok
191,옥산그린타워(구의동 587-64),617,구의가로휴식소공원,소공원,147,237,199,ok
194,비바힐스 강변(구의동 593-11),599,장미공원,어린이공원,172,227,173,ok
204,건대입구역 더포디엄 830,587,햇님공원,어린이공원,210,270,231,ok
202,DM7 건대,615,화양동정자마당소공원,소공원,235,374,325,ok
190,강변SK뷰(구의3),596,개나리공원,어린이공원,204,267,254,ok
220,개봉푸르지오,545,개봉,기타,308,387,307,ok
210,온수힐스테이트,570,와룡,소공원,90,160,121,ok
209,구로경남아너스빌,563,구로리,어린이공원,384,588,476,ok
208,고척유진마젤란아파트,573,무궁화,소공원,108,216,169,ok
236,신영지웰에스테이트개봉역,543,고척,문화공원,296,519,409,ok
221,천왕공공원룸텔(천왕여성안심주택),568,버들,어린이공원,175,263,209,ok
238,세이지움 개봉,546,개웅,어린이공원,395,575,425,ok
237,호반써밋 개봉,576,개봉,소공원,250,353,292,ok
239,천왕역 모아엘가 트레뷰,567,오동나무,어린이공원,228,269,271,ok
216,천왕이펜하우스1단지,567,오동나무,어린이공원,147,212,203,ok
206,오류동부골든(오류1),521,온수(반달지구),근린공원,69,122,121,ok
234,오류1동 숲에리움,542,오류역,문화공원,269,513,454,ok
230,항동하버라인10단지,537,항동 2호,근린공원,297,396,287,ok
231,항동하버라인11단지,544,항동,체육공원,214,344,289,ok
226,고척리본타운(고척동 156 장기전세),536,덕의,근린공원,250,338,314,ok
212,천왕이펜하우스2단지,567,오동나무,어린이공원,48,133,111,ok
233,항동하버라인2단지,581,푸른수목원,근린공원,137,589,431,ok
223,천왕2도시형생활주택(연지마을1),577,천왕역,소공원,336,445,357,ok
218,천왕2-1(천왕연지타운1),577,천왕역,소공원,118,310,276,ok
224,천왕2도시형생활주택(연지마을2),533,봉화대,근린공원,6,32,23,ok
219,천왕2-2(천왕연지타운2),533,봉화대,근린공원,111,149,168,ok
235,크라운빌2차(신도림동 419-4),565,미래사랑,어린이공원,424,506,419,ok
211,고척벽산블루밍(고척3),575,현화,소공원,149,260,205,ok
217,천왕이펜하우스3단지,568,버들,어린이공원,226,424,356,ok
228,항동하버라인3단지,581,푸른수목원,근린공원,346,473,422,ok
215,천왕이펜하우스4단지,532,연지,근린공원,139,330,260,ok
232,항동하버라인4단지,537,항동 2호,근린공원,70,120,100,ok
214,천왕이펜하우스5단지,568,버들,어린이공원,162,265,223,ok
213,천왕이펜하우스6단지,531,천왕(구),근린공원,292,388,329,ok
207,구로두산(구로6),563,구로리,어린이공원,238,319,258,ok
222,천왕지구7단지(행복주택),532,연지,근린공원,101,98,81,ok
225,천왕이펜하우스 8단지(천왕지구 8단지),531,천왕(구),근린공원,68,126,103,ok
227,항동하버라인8단지(항동지구 8단지),539,항동 4호,근린공원,185,217,181,ok
229,항동하버라인9단지,537,항동 2호,근린공원,188,320,250,ok
240,시흥목련,124,금나래중앙,문화공원,471,701,549,ok
243,백운한비치,79,삼성산시민휴식공원,근린공원,144,187,137,ok
244,보린두레주택(금천구 시흥동),112,비둘기,어린이공원,87,79,61,ok
246,더 더블유 서울,83,조마,어린이공원,436,576,476,ok
245,금천롯데캐슬골드파크1차,125,도하,소공원,255,368,307,ok
242,시흥벽산(시흥1),123,별장길,어린이공원,707,1218,929,ok
241,관악벽산타운(시흥2-1),79,삼성산시민휴식공원,근린공원,776,1578,1206,ok
262,상계마들,1430,벌리,어린이공원,1949,4202,3376,ok
264,온수연립주택,1447,솔밭근린공원,근린공원,4311,5987,4641,ok
270,중계센트럴파크,1430,벌리,어린이공원,2158,3785,3063,ok
269,중계한화꿈에그린,1427,샛강,어린이공원,4327,5279,4231,ok
276,태릉해링턴플레이스(태릉현대),1039,묵  동,어린이공원,961,1384,1151,ok
267,공릉공공원룸텔(희망하우징),997,서  당,어린이공원,755,1004,885,ok
271,수락리버타운(행복주택),1447,솔밭근린공원,근린공원,5202,6493,5051,ok
279,태릉입구역 이니티움,1040,푸름소공원,소공원,438,617,555,ok
280,광운대역 현대프라힐스,1156,샛별,어린이공원,981,1278,1035,ok
251,월계사슴1,1432,오현,어린이공원,1264,1777,1509,ok
254,월계청백1,1430,벌리,어린이공원,1132,2003,1575,ok
250,공릉1,1039,묵  동,어린이공원,1715,2221,1843,ok
824,"상계,장암1단지(수락산리버시티1단지)",1447,솔밭근린공원,근린공원,5461,6950,5386,ok
257,양지대림1(중계4-1),1430,벌리,어린이공원,3618,5461,4309,ok
274,월계센트럴아이파크(월계2),1432,오현,어린이공원,1076,1400,1234,ok
252,월계사슴2,1430,벌리,어린이공원,1534,2306,1873,ok
825,"상계,장암2단지(수락산리버시티2단지)",1447,솔밭근린공원,근린공원,5548,6908,5377,ok
256,양지대림2(중계4-2),1427,샛강,어린이공원,3888,4882,3945,ok
258,공릉2-6,997,서  당,어린이공원,889,1083,943,ok
255,상계은빛3,1447,솔밭근린공원,근린공원,5107,6510,5031,ok
249,중계3,1430,벌리,어린이공원,3025,4521,3717,ok
260,상계동아불암(상계3-1),1427,샛강,어린이공원,4955,5928,4724,ok
261,상계불암현대(상계3-2),1427,샛강,어린이공원,5248,6250,4988,ok
265,"상계,장암3단지(수락산리버시티3단지)",1447,솔밭근린공원,근린공원,5282,6625,5122,ok
273,노원센트럴푸르지오(상계4),1427,샛강,어린이공원,4609,5666,4543,ok
272,녹천역 두산위브(월계4구역),1430,벌리,어린이공원,1645,2785,2141,ok
248,중계4,1430,벌리,어린이공원,2777,4004,3332,ok
266,"상계,장암4단지(수락산리버시티4단지)",1447,솔밭근린공원,근린공원,5140,6583,5096,ok
247,하계5,1432,오현,어린이공원,1993,2300,1978,ok
278,노원 롯데캐슬시그니처(상계6),1427,샛강,어린이공원,4808,6020,4799,ok
268,공릉동 657-7 기숙사(희망하우징),1039,묵  동,어린이공원,268,411,365,ok
259,상계불암대림(상계7),1427,샛강,어린이공원,4786,5913,4690,ok
275,포레나노원(상계8),1427,샛강,어린이공원,3553,4622,3678,ok
253,학여울청구A(하계2),1430,벌리,어린이공원,1778,2878,2312,ok
263,학여울청구B(하계2B),1432,오현,어린이공원,1813,2213,1921,ok
277,YN타워(공릉동 617-3외 2필지),1040,푸름소공원,소공원,517,632,538,ok
282,도봉서광,1447,솔밭근린공원,근린공원,4413,5478,4210,ok
281,도봉서원,1436,은모루,어린이공원,3526,4205,3300,ok
288,초행지붕-창동,1429,오얏골,어린이공원,560,977,801,ok
283,북한산코오롱하늘채(쌍문1),1439,흰구름,소공원,380,566,454,ok
287,인히어쌍문(쌍문동 103-6외 1필지),1436,은모루,어린이공원,641,891,683,ok
286,창업지원주택(창동)_서울리츠2호,1427,샛강,어린이공원,2203,3031,2346,ok
284,방학동 393-16 두레주택(현물출자),1447,솔밭근린공원,근린공원,2678,3616,2786,ok
285,방학동 394-11 두레주택(현물출자),1447,솔밭근린공원,근린공원,2541,3438,2643,ok
290,초행지붕 쌍문(460-45),1439,흰구름,소공원,799,1113,889,ok
289,에드가쌍문(쌍문동 507-1),1447,솔밭근린공원,근린공원,429,587,494,ok
341,신대방,199,옹달샘,어린이공원,259,413,331,ok
372,골드타워,198,새벽,어린이공원,328,513,431,ok
364,학수복합,219,해밀,어린이공원,463,511,375,ok
342,흑석청호,210,서달,소공원,262,766,587,ok
358,상도두산위브트레지움,216,국화원,소공원,55,32,23,ok
367,보라매자이(동작트인시아),196,참새,어린이공원,300,417,335,ok
352,두산위브(사당),212,남성,소공원,120,150,118,ok
371,더써밋 타워,179,노량진,근린공원,484,964,723,ok
357,상도동 효성해링턴플레이스,222,꽃담길,소공원,23,14,12,ok
345,상도신동아(상도1),209,태양,어린이공원,98,70,58,ok
360,래미안 로이파크(사당1구역),226,새빛,소공원,98,170,126,ok
359,상도파크자이(상도제10구역),222,꽃담길,소공원,282,722,631,ok
370,동작구 사당동 1044-1,75,남현,소공원,175,468,409,ok
346,상도래미안1차(상도2),198,새벽,어린이공원,547,894,689,ok
365,"상도동211-435, 467 행복주택(서울리츠2호)",185,별님,어린이공원,85,112,86,ok
343,상도건영(본동2-2),228,비둘기,어린이공원,273,507,420,ok
348,본동한신휴플러스(본동2-3),228,비둘기,어린이공원,434,632,530,ok
355,흑석한강센트레빌2차(흑석6),227,까막골,소공원,208,286,235,ok
368,이수푸르지오더프레티움(사당3),211,희망,어린이공원,38,109,80,ok
369,흑석리버파크자이(흑석3),210,서달,소공원,336,384,338,ok
347,상도3쌍용,198,새벽,어린이공원,183,251,195,ok
356,"사당동 303-187 공공원룸텔(구, 303-37)",195,토끼,어린이공원,126,255,195,ok
366,더클래식동작(역세권 공공(노량진동 37-1)),179,노량진,근린공원,562,958,767,ok
354,흑석한강푸르지오(흑석4),208,비계,소공원,152,208,167,ok
821,골든노블레스(동작구 대방동 403-16),196,참새,어린이공원,285,383,283,ok
351,흑석한강센트레빌(흑석5),218,까망돌,어린이공원,160,309,257,ok
353,래미안트윈파크(본동5),213,충효,소공원,167,474,361,ok
344,사당신동아(사당5),219,해밀,어린이공원,368,823,650,ok
340,상도삼호(상도5),217,흐리목,소공원,422,763,620,ok
361,아크로리버하임(흑석7구역),188,까치산,근린공원,125,711,621,ok
362,에듀포레아파트(흑석8구역),227,까막골,소공원,83,146,114,ok
363,e편한세상상도노빌리티(상도대림),225,꿈나래,어린이공원,127,203,165,ok
349,본동SH-ville(본동4),182,사육신,역사공원,298,812,641,ok
350,상도SH-ville(상도4),183,꿈동산,어린이공원,94,229,211,ok
373,성산,1478,성사천어린이공원,어린이공원,286,494,392,ok
381,염리삼성,1514,염리어린이공원,어린이공원,123,216,161,ok
374,염리상록,1514,염리어린이공원,어린이공원,131,194,173,ok
375,창전삼성,1529,무쇠막소공원,소공원,193,488,399,ok
379,신공덕삼성,144,효창어린이공원,어린이공원,212,312,259,ok
414,홍대크리원,1524,상수나루소공원,소공원,113,165,151,ok
415,마포더클래시,1545,아현어울림소공원,소공원,160,239,203,ok
394,연남동희망하우징,1471,다솜어린이공원,어린이공원,340,488,374,ok
417,마포래미안푸르지오,1518,아현새싹소공원,소공원,67,153,110,ok
418,마포푸르지오더센트럴,1510,애오개어린이공원,어린이공원,218,353,343,ok
378,마포태영(대흥태영),1503,대흥어린이공원,어린이공원,115,151,136,ok
416,공덕동 크로시티,1532,큰우물소공원,소공원,93,195,186,ok
386,망원동 동원데자뷰,1467,두리어린이공원,어린이공원,127,223,183,ok
408,서교동 효성해링턴 타워,1459,서교어린이공원,어린이공원,161,297,248,ok
